Airport Code,Airport Name,CityName,Airport Country
KLCH,LAKE CHARLES REGL,LAKE CHARLES,UNITED STATES
KLEB,LEBANON MUN,LEBANON,UNITED STATES
KLEX,BLUE GRASS,LEXINGTON,UNITED STATES
KLFT,LAFAYETTE REGL,LAFAYETTE,UNITED STATES
KLG,KALSKAG,KALSKAG,UNITED STATES
KLGA,LA GUARDIA,NEW YORK,UNITED STATES
KLGB,LONG BEACH,LONG BEACH,UNITED STATES
KLIT,ADAMS,LITTLE ROCK,UNITED STATES
KLMT,KLAMATH FALLS INTL,KLAMATH FALLS,UNITED STATES
KLNK,LINCOLN MUN,LINCOLN,UNITED STATES
KLNS,LANCASTER,LANCASTER,UNITED STATES
KLRD,LAREDO INTL,LAREDO,UNITED STATES
KLRU,LAS CRUCES INTL,LAS CRUCES,UNITED STATES
KLSE,LA CROSSE MUN,LA CROSSE,UNITED STATES
KLUL,HESLER-NOBLE,LAUREL,UNITED STATES
KLWB,GREENBRIER VALLEY,LEWISBURG,UNITED STATES
KLWS,LEWISTON-NEZ PERCE CO,LEWISTON,UNITED STATES
KLWT,LEWISTOWN MUN,LEWISTOWN,UNITED STATES
KLYH,LYNCHBURG REGL-GLENN,LYNCHBURG,UNITED STATES
KMAF,MIDLAND INTL,MIDLAND,UNITED STATES
KMBL,MANISTEE CO-BLACKER,MANISTEE,UNITED STATES
KMBS,MBS INTL,SAGINAW,UNITED STATES
KMCE,MERCED MUN/MACREADY,MERCED,UNITED STATES
KMCI,KANSAS CITY INTL,KANSAS CITY,UNITED STATES
KMCK,MC COOK MUN,MC COOK,UNITED STATES
KMCN,MIDDLE GEORGIA REGL,MACON,UNITED STATES
KMCO,McCulloch International,Orlando,NORWAY
KMCW,MASON CITY MUN,MASON CITY,UNITED STATES
KMDT,HARRISBURG INTL,HARRISBURG,UNITED STATES
KMDW,CHICAGO-MIDWAY,CHICAGO,UNITED STATES
KMEI,KEY,MERIDIAN,UNITED STATES
KMEM,MEMPHIS INTL,MEMPHIS,UNITED STATES
KMFE,MC ALLEN MILLER INTL,MC ALLEN,UNITED STATES
KMFR,ROGUE VALLEY INTL,MEDFORD,UNITED STATES
KMGM,DANNELLY,MONTGOMERY,UNITED STATES
KMGW,MORGANTOWN MUN-HART,MORGANTOWN,UNITED STATES
KMHK,MANHATTAN MUN,MANHATTAN,UNITED STATES
KMHT,MANCHESTER,MANCHESTER,UNITED STATES
KMIA,International,Miami,UNITED STATES
KMKC,KANSAS CITY DOWNTOWN,KANSAS CITY,UNITED STATES
KMKE,GEN MITCHELL INTL,MILWAUKEE,UNITED STATES
KMKG,MUSKEGON CO,MUSKEGON,UNITED STATES
KMKL,MC KELLAR-SIPES REGL,JACKSON,UNITED STATES
KMLB,MELBOURNE INTL,MELBOURNE,UNITED STATES
KMLI,QUAD-CITY,MOLINE,UNITED STATES
KMLS,WILEY,MILES CITY,UNITED STATES
KMLU,MONROE REGL,MONROE,UNITED STATES
KMOB,MOBILE REGL,MOBILE,UNITED STATES
KMOD,MODESTO CITY-CO,MODESTO,UNITED STATES
KMOT,MINOT INTL,MINOT,UNITED STATES
KMQT,MARQUETTE CO,MARQUETTE,UNITED STATES
KMRY,MONTEREY PENINSULA,MONTEREY,UNITED STATES
KMSL,MUSCLE SHOALS REGL,MUSCLE SHOALS,UNITED STATES
KMSN,DANE CO REGL-TRUAX,MADISON,UNITED STATES
KMSO,MISSOULA INTL,MISSOULA,UNITED STATES
KMSP,MINNEAPOLIS-ST PAUL INTL,MINNEAPOLIS,UNITED STATES
KMSS,MASSENA INTL-RICHARDS,MASSENA,UNITED STATES
KMSY,NEW ORLEANS INTL,NEW ORLEANS,UNITED STATES
KMTH,MARATHON,MARATHON,UNITED STATES
KMTJ,MONTROSE REGL,MONTROSE,UNITED STATES
KMTO,COLES CO MEML,MATTOON-CHARLESTON,UNITED STATES
KMVN,MT VERNON,MT VERNON,UNITED STATES
KMVY,MARTHAS VINEYARD,VINEYARD HAVEN,UNITED STATES
KMWA,WILLIAMSON CO REGL,MARION,UNITED STATES
KMWH,GRANT CO,MOSES LAKE,UNITED STATES
KMYR,MYRTLE BEACH INTL,MYRTLE BEACH,UNITED STATES
KOAJ,ELLIS,JACKSONVILLE,UNITED STATES
KOAK,METRO OAKLAND INTL,OAKLAND,UNITED STATES
KOFK,STEFAN MEML,NORFOLK,UNITED STATES
KOGS,OGDENSBURG INTL,OGDENSBURG,UNITED STATES
KOKC,WILL ROGERS WORLD,OKLAHOMA CITY,UNITED STATES
KOLF,CLAYTON,WOLF POINT,UNITED STATES
KOMA,EPPLEY,OMAHA,UNITED STATES
KONT,ONTARIO INTL,ONTARIO,UNITED STATES
KORD,O'Hare,Chicago,UNITED STATES
KORF,NORFOLK INTL,NORFOLK,UNITED STATES
KORH,WORCESTER MUN,WORCESTER,UNITED STATES
KORL,EXECUTIVE,ORLANDO,UNITED STATES
KOSH,WITTMAN REGL,OSHKOSH,UNITED STATES
KOTH,NORTH BEND MUN,NORTH BEND,UNITED STATES
KOTM,OTTUMWA INDUSTRIAL,OTTUMWA,UNITED STATES
KOWB,OWENSBORO-DAVIESS CO,OWENSBORO,UNITED STATES
KOXR,OXNARD,OXNARD,UNITED STATES
KPAH,BARKLEY REGIONAL,PADUCAH,UNITED STATES
KPBI,PALM BEACH INTL,WEST PALM BEACH,UNITED STATES
KPDT,EASTERN OREG REGL AT PENDLETON,PENDLETON,UNITED STATES
KPDX,PORTLAND INTL,PORTLAND,UNITED STATES
KPFN,PANAMA CITY-BAY CO INTL,PANAMA CITY,UNITED STATES
KPGV,PITT-GREENVILLE,GREENVILLE,UNITED STATES
KPHF,NEWPORT NEWS/WILLIAMSBURG INTL,NEWPORT NEWS,UNITED STATES
KPHL,PHILADELPHIA INTL,PHILADELPHIA,UNITED STATES
KPHX,Sky Harbour,Phoenix,UNITED STATES
KPIA,GREATER PEORIA REGL,PEORIA,UNITED STATES
KPIB,HATTIESBURG-LAUREL REGL,HATTIESBURG-LAUREL,UNITED STATES
KPIE,ST PETERSBURG-CLEARWATER INTL,ST PETERSBURG-CLEARWATER,UNITED STATES
KPIH,POCATELLO REGL,POCATELLO,UNITED STATES
KPIR,PIERRE REGL,PIERRE,UNITED STATES
KPIT,PITTSBURGH INTL,PITTSBURGH,UNITED STATES
KPKB,WOOD CO WILSON,PARKERSBURG,UNITED STATES
KPLB,CLINTON CO,PLATTSBURGH,UNITED STATES
KPLN,PELLSTON REGL APT OF EMMET CO,PELLSTON,UNITED STATES
KPMD,PALMDALE AF PLANT 42,PALMDALE,UNITED STATES
KPNC,PONCA CITY MUN,PONCA CITY,UNITED STATES
KPNS,PENSACOLA REGL,PENSACOLA,UNITED STATES
KPOU,DUTCHESS CO,POUGHKEEPSIE,UNITED STATES
KPQI,NORTHERN MAINE REGL,PRESQUE ISLE,UNITED STATES
KPRC,LOVE,PRESCOTT,UNITED STATES
KPSC,TRI-CITIES,PASCO,UNITED STATES
KPSP,PALM SPRINGS REGL,PALM SPRINGS,UNITED STATES
KPUB,PUEBLO MEML,PUEBLO,UNITED STATES
KPUW,PULLMAN/MOSCOW REGL,PULLMAN/MOSCOW,UNITED STATES
KPVC,PROVINCETOWN MUN,PROVINCETOWN,UNITED STATES
KPVD,GREEN STATE,PROVIDENCE,UNITED STATES
KPWM,PORTLAND INTL,PORTLAND,UNITED STATES
KRAP,RAPID CITY REGL,RAPID CITY,UNITED STATES
KRDD,REDDING MUN,REDDING,UNITED STATES
KRDG,READING REGL/SPAATZ,READING,UNITED STATES
KRDM,ROBERTS,REDMOND,UNITED STATES
KRDU,RALEIGH-DURHAM INTL,RALEIGH/DURHAM,UNITED STATES
KRFD,GREATER ROCKFORD,ROCKFORD,UNITED STATES
KRHI,RHINELANDER-ONEIDA CO,RHINELANDER,UNITED STATES
KRIC,RICHMOND INTL,RICHMOND,UNITED STATES
KRIW,RIVERTON REGL,RIVERTON,UNITED STATES
KRKD,KNOX CO REGL,ROCKLAND,UNITED STATES
KRKS,ROCK SPRINGS-SWEETWATER,ROCK SPRINGS,UNITED STATES
KRM,KEREMA,KEREMA,PAPUA NEW GUINEA
KRNO,RENO/TAHOE INTL,RENO,UNITED STATES
KROA,ROANOKE REGL/WOODRUM,ROANOKE,UNITED STATES
KROC,GREATER ROCHESTER INTL,ROCHESTER,UNITED STATES
KROW,ROSWELL INDUSTRIAL,ROSWELL,UNITED STATES
KRST,ROCHESTER MUN,ROCHESTER,UNITED STATES
KRSW,SOUTHWEST FLORIDA INTL,FT MYERS,UNITED STATES
KRUT,RUTLAND STATE,RUTLAND,UNITED STATES
KRWI,ROCKY MOUNT-WILSON,ROCKY MOUNT,UNITED STATES
KSAC,SACRAMENTO EXECUTIVE,SACRAMENTO,UNITED STATES
KSAF,SANTA FE CO MUN,SANTA FE,UNITED STATES
KSAN,SAN DIEGO INTL-LINDBERGH,SAN DIEGO,UNITED STATES
KSAT,SAN ANTONIO INTL,SAN ANTONIO,UNITED STATES
KSAV,SAVANNAH INTL,SAVANNAH,UNITED STATES
KSBA,SANTA BARBARA MUN,SANTA BARBARA,UNITED STATES
KSBN,MICHIANA REGL TRANSPORT CENTER,SOUTH BEND,UNITED STATES
KSBP,SAN LUIS OBISPO CO-MC CHESNEY,SAN LUIS OBISPO,UNITED STATES
KSBS,STEAMBOAT SPRINGS/ADAMS,STEAMBOAT SPRINGS,UNITED STATES
KSBY,SALISBURY-WICOMICO CO REGL,SALISBURY,UNITED STATES
KSDF,LOUISVILLE INTL,LOUISVILLE,UNITED STATES
KSDY,SIDNEY-RICHLAND MUN,SIDNEY,UNITED STATES
KSEA,SEATTLE-TACOMA INTL,SEATTLE,UNITED STATES
KSFB,CENTRAL FLORIDA REGL,ORLANDO,UNITED STATES
KSFO,San Francisco,San Francisco,UNITED STATES
KSGF,SPRINGFIELD REGL,SPRINGFIELD,UNITED STATES
KSGU,ST GEORGE MUN,ST GEORGE,UNITED STATES
KSHD,SHENANDOAH VALLEY REGL,STAUNTON-WAYNESBORO-HARRISONB*,UNITED STATES
KSHR,SHERIDAN CO,SHERIDAN,UNITED STATES
KSHV,SHREVEPORT REGL,SHREVEPORT,UNITED STATES
KSJC,SAN JOSE INTL,SAN JOSE,UNITED STATES
KSJT,MATHIS,SAN ANGELO,UNITED STATES
KSLC,SALT LAKE CITY INTL,SALT LAKE CITY,UNITED STATES
KSLE,MC NARY,SALEM,UNITED STATES
KSLK,ADIRONDACK REGL,SARANAC LAKE,UNITED STATES
KSLN,SALINA MUN,SALINA,UNITED STATES
KSM,ST MARYS,ST MARYS,UNITED STATES
KSMF,SACRAMENTO METRO,SACRAMENTO,UNITED STATES
KSMX,SANTA MARIA PUB/CAPT HANCOCK,SANTA MARIA,UNITED STATES
KSNA,JOHN WAYNE-ORANGE CO,SANTA ANA,UNITED STATES
KSOP,MOORE CO,SOUTHERN PINES,UNITED STATES
KSPI,CAPITAL,SPRINGFIELD,UNITED STATES
KSPS,SHEPPARD AFB/MUN,WICHITA FALLS,UNITED STATES
KSPW,SPENCER MUN,SPENCER,UNITED STATES
KSQI,WHITESIDE CO-BITTORF,STERLING ROCKFALLS,UNITED STATES
KSRQ,SARASOTA-BRADENTON,SARASOTA/BRADENTON,UNITED STATES
KSRR,SIERRA BLANCA REGL,RUIDOSO,UNITED STATES
KSSI,MC KINNON,BRUNSWICK,UNITED STATES
KSTC,ST CLOUD MUN,ST CLOUD,UNITED STATES
KSTL,LAMBERT-ST LOUIS INTL,ST LOUIS,UNITED STATES
KSTS,SONOMA CO,SANTA ROSA,UNITED STATES
KSUN,FRIEDMAN MEML,SUN VALLEY,UNITED STATES
KSUX,SIOUX GATEWAY,SIOUX CITY,UNITED STATES
KSVC,GRANT CO,SILVER CITY,UNITED STATES
KSWF,STEWART INTL,NEWBURGH,UNITED STATES
KSYR,SYRACUSE HANCOCK INTL,SYRACUSE,UNITED STATES
KTBN,FORNEY AAF,FT LEONARD WOOD,UNITED STATES
KTEX,TELLURIDE REGL,TELLURIDE,UNITED STATES
KTLH,TALLAHASSEE REGL,TALLAHASSEE,UNITED STATES
KTOL,TOLEDO EXPRESS,TOLEDO,UNITED STATES
KTOP,BILLARD MUN,TOPEKA,UNITED STATES
KTPA,TAMPA INTL,TAMPA,UNITED STATES
KTRI,TRI-CITIES REGL TN/VA,BRISTOL-JOHNSON-KINGSPORT,UNITED STATES
KTTN,MERCER CO,TRENTON,UNITED STATES
KTUL,TULSA INTL,TULSA,UNITED STATES
KTUP,TUPELO MUN-LEMONS,TUPELO,UNITED STATES
KTUS,TUCSON INTL,TUCSON,UNITED STATES
KTVC,CHERRY CAPITAL,TRAVERSE CITY,UNITED STATES
KTVF,THIEF RIVER FALLS REGL,THIEF RIVER FALLS,UNITED STATES
KTWF,TWIN FALLS-SUN VALLEY REGL-JO*,TWIN FALLS,UNITED STATES
KTXK,TEXARKANA REGL-WEBB,TEXARKANA,UNITED STATES
KTYR,TYLER POUNDS,TYLER,UNITED STATES
KTYS,MC GHEE TYSON,KNOXVILLE,UNITED STATES
KUBS,COLUMBUS-LOWNDES CO,COLUMBUS,UNITED STATES
KUCA,ONEIDA CO,UTICA,UNITED STATES
KUIN,QUINCY MUN-BALDWIN,QUINCY,UNITED STATES
KUNV,UNIVERSITY PARK,STATE COLLEGE,UNITED STATES
KVC,KING COVE,KING COVE,UNITED STATES
KVCT,VICTORIA REGL,VICTORIA,UNITED STATES
KVEL,VERNAL,VERNAL,UNITED STATES
KVGT,NORTH LAS VEGAS,LAS VEGAS,UNITED STATES
KVIS,VISALIA MUN,VISALIA,UNITED STATES
KVL,KIVALINA,KIVALINA,UNITED STATES
KVLD,VALDOSTA REGL,VALDOSTA,UNITED STATES
KVPS,EGLIN AFB,VALPARAISO,UNITED STATES
KVQQ,,,UNITED STATES
KWDG,ENID WOODRING MUN,ENID,UNITED STATES
KWRL,WORLAND MUN,WORLAND,UNITED STATES
KWST,WESTERLY STATE,WESTERLY,UNITED STATES
KWT,KAWITO,KAWITO,PAPUA NEW GUINEA
KYKM,YAKIMA AIR TERMINAL,YAKIMA,UNITED STATES
KYKN,GURNEY MUN,YANKTON,UNITED STATES
KYNG,YOUNGSTOWN-WARREN REGL,YOUNGSTOWN-WARREN,UNITED STATES
KYU,KOYUKUK,KOYUKUK,UNITED STATES
KYUM,YUMA MCAS/YUMA INTL,YUMA,UNITED STATES
L15,HENDERSON SKY HARBOR,LAS VEGAS,UNITED STATES
LATI,TIRANA,,ALBANIA
LBBG,BURGAS,,BULGARIA
LBGO,GORNA ORYAHOVITSA,,BULGARIA
LBPD,PLOVDIV,,BULGARIA
LBSF,SOFIA,,BULGARIA
LBWN,VARNA INTL,VARNA,BULGARIA
LCEN,ERCAN,,CYPRUS
LCGK,GECITKALE,,CYPRUS
LCLK,LARNACA,LARNACA,CYPRUS
LCPH,PAFOS,,CYPRUS
LCRA,AKROTIRI AB,,CYPRUS
LDDU,DUBROVNIK,,CROATIA
LDLO,LOSINJ,,CROATIA
LDOS,OSIJEK,,CROATIA
LDPL,PULA,,CROATIA
LDRI,RIJEKA   - CROATIA,,CROATIA
LDSP,SPLIT,,CROATIA
LDZA,ZAGREB,,CROATIA
LDZD,ZADAR,,CROATIA
LEAL,ALICANTE,ALICANTE,SPAIN
LEAM,ALMERIA,,SPAIN
LEAS,ASTURIAS,ASTURIAS AIRPORT,SPAIN
LEBB,BILBAO,BILBAO,SPAIN
LEBG,Burgos Villafria Airport,Burgos,SPAIN
LEBL,BARCELONA,BARCELONE  T2,SPAIN
LEBZ,BADAJOZ AB,,SPAIN
LECO,LA CORUNA,LA CORUNA,SPAIN
LEGE,GIRONA,GIRONA,SPAIN
LEGR,GRANADA,GRANADA,SPAIN
LEIB,IBIZA,IBIZA,SPAIN
LEJR,JEREZ AB,,SPAIN
LELC,MURCIA,,SPAIN
LELN,,Leon,SPAIN
LEMD,Barajas,MADRID   T1,SPAIN
LEMG,MALAGA,MALAGA,SPAIN
LEMH,MENORCA,,SPAIN
LEMO,SEVILLE(MORON AB),,SPAIN
LEPA,PALMA,palma,SPAIN
LEPP,PAMPLONA,,SPAIN
LERS,REUS AB,,SPAIN
LESA,SALAMANCA AB,,SPAIN
LESO,SAN SEBASTIAN,SAN SEBASTIAN,SPAIN
LEST,SANTIAGO,SANTIAGO,SPAIN
LETO,MADRID(TOR),,SPAIN
LEVC,VALENCIA,vallencia,SPAIN
LEVD,VALLADOLID AB,,SPAIN
LEVT,FORONDA,VITORIA,SPAIN
LEVX,VIGO,,SPAIN
LEXJ,SANTANDER,,SPAIN
LEZG,ZARAGOZA,,SPAIN
LEZL,SAN PABLO,SEVILLE,SPAIN
LFAT,PARIS-PLAGE,LE TOUQUET,FRANCE
LFBA,AGEN,,FRANCE
LFBD,BORDEAUX,BORDEAUX,FRANCE
LFBE,BERGERAC,,FRANCE
LFBG,COGNAC,,FRANCE
LFBH,ile de re,la rochelle,FRANCE
LFBI,POITIERS,poitiers,FRANCE
LFBK,MONTLUCON-GUERET,MONTLUCON-GUERET,FRANCE
LFBL,LIMOGES,,FRANCE
LFBO,TOULOUSE BLAGNAC,TOULOUSE,FRANCE
LFBP,PAU/PYRENEES,PAU/PYRENEES,FRANCE
LFBT,TARBES,,FRANCE
LFBU,BRIE-CHAMPNIERS,ANGOULEME,FRANCE
LFBV,LA ROCHE,BRIVE,FRANCE
LFBX,BASSILLAC,PERIGUEUX,FRANCE
LFBZ,BIARRITZ,,FRANCE
LFCK,CASTRES-MAZAMET,,FRANCE
LFCR,RODEZ,,FRANCE
LFDN,ROCHEFORT,,FRANCE
LFGJ,DOLE,,FRANCE
LFHP,LOUDES,LE PUY,FRANCE
LFJL,METZ-NANCY-LORRAINE,NANCY,FRANCE
LFJR,Angers Loire,Angers,FRANCE
LFKB,PORETTA,BASTIA,FRANCE
LFKC,CALVI,,FRANCE
LFKF,FIGARI(SUD CORSE),,FRANCE
LFKJ,CAMPO DELL'ORO,AJJACIO,FRANCE
LFLB,Chambery,Chambery,FRANCE
LFLC,CLERMONT-FERRAND,,FRANCE
LFLL,Lyon Saint Exupery,LYON  T 1,FRANCE
LFLO,RENAISON,ROANNE,FRANCE
LFLP,ANNECY,,FRANCE
LFLS,ST.GEOIRS,GRENOBLE,FRANCE
LFLU,VALENCE,,FRANCE
LFLV,VICHY,,FRANCE
LFLW,AURILLAC,AURILLAC,FRANCE
LFLX,CHATEAUROUX,,FRANCE
LFLY,,,FRANCE
LFMD,CANNES/MANDELIEU,,FRANCE
LFMH,ST ETIENNE/BOUTHEON,,FRANCE
LFMK,SALVAZA,CARCASSONNE,FRANCE
LFML,MARSEILLE  T1 HALL 1,province,FRANCE
LFMN,Nice Cote d'Azur,NICE T2,FRANCE
LFMP,PERPIGNAN,,FRANCE
LFMT,Montpellier,Montpellier,FRANCE
LFMU,VIAS,BEZIERS,FRANCE
LFMV,CAUMONT,AVIGNON,FRANCE
LFOB,TILLE,BEAUVAIS,FRANCE
LFOE,EVREUX,,FRANCE
LFOH,OCTEVILLE,LE HAVRE,FRANCE
LFOK,vatry,chalons,FRANCE
LFOP,ROUEN/VALLEE DE SEINE,ROUEN/VALLEE DE SEINE,FRANCE
LFOT,TOURS,,FRANCE
LFPB,PARIS(LBG),,FRANCE
LFPG,Charles de Gaulles,Paris  T3,FRANCE
LFPO,ORLY,PARIS,FRANCE
LFQQ,LESQUIN,LILLE  UN SEUL TERMINAL,FRANCE
LFRB,GUIPAVAS,BREST,FRANCE
LFRC,CHERBOURG,,FRANCE
LFRD,PLEURTUIT-ST MALO,DINARD,FRANCE
LFRG,DEAUVILLE,,FRANCE
LFRH,LORIENT,,FRANCE
LFRK,CAEN,,FRANCE
LFRN,ST JACQUES,RENNES,FRANCE
LFRO,LANNION,LANNION,FRANCE
LFRQ,PLUGUFFAN,QUIMPER,FRANCE
LFRS,Nantes ATLANTIQUE,Nantes,FRANCE
LFRT,ST.BRIEUC,,FRANCE
LFRU,,MORLAIX,FRANCE
LFRZ,ST NAZAIRE,,FRANCE
LFSB,Basle Mulhouse,,SWITZERLAND
LFSD,DIJON,,FRANCE
LFSF,METZ,,FRANCE
LFSG,MIRECOURT,EPINAL,FRANCE
LFSQ,BELFORT,,FRANCE
LFSR,REIMS(CHAMP),,FRANCE
LFST,ENTZHEIM (STRASBOURG),STRASBOURG   UN SEUL T,FRANCE
LFTH,HYERES,,FRANCE
LFTW,NIMES(GARONS),,FRANCE
LFVP,ST PIERRE,ST PIERRE I,SAINT PIERRE AND MIQUELON
LGAL,ALEXANDROUPOLIS/DIMOKRITOS,,GREECE
LGAT,ANDRAVIA,ANDRAVIA,GREECE
LGAV,ELEFTHERIOS,ATHENS,TURKEY
LGBL,NEA ANGHIALOS AB,,GREECE
LGHI,CHIOS,CHIOS,GREECE
LGIO,IOANNINA,,GREECE
LGIR,NIKOS KAZANTZAKIS,IRAKLION,GREECE
LGKA,ARISTOTELIS,KASTORIA,GREECE
LGKC,KITHIRA,KITHIRA,GREECE
LGKF,KEFALLINIA,,GREECE
LGKL,KALAMATA,,GREECE
LGKO,IPPOKRATTS,,GREECE
LGKP,KARPATHOS,,GREECE
LGKR,CORFU,,GREECE
LGKV,KAVALA(CHRIS),,GREECE
LGKZ,FILIPPOS,KOZANI,GREECE
LGLE,LEROS,LEROS,GREECE
LGLM,LIMNOS,,GREECE
LGLR,LARISA AB,,GREECE
LGMK,MIKONOS,MIKONOS,GREECE
LGML,MILOS,,GREECE
LGMT,MITILINI,,GREECE
LGPL,ASTYPALAIA,ASTYPALAIA,GREECE
LGPZ,PREVEZA AB,,GREECE
LGRP,RHODOS(PAR),,GREECE
LGRX,ARAXOS,,GREECE
LGSA,CHANIA,,GREECE
LGSK,SKIATHOS,SKIATHOS,GREECE
LGSM,SAMOS,,GREECE
LGSO,SYROS,SYROS,GREECE
LGSR,SANTORINI,,GREECE
LGSY,SKIROS AB,,GREECE
LGTS,THESSALONIKi,thessaloniki,GREECE
LGZA,ZAKINTHOS,,GREECE
LHBP,Liszt Ferenc,BUDAPEST,HUNGARY
LHDC,DEBRECEN,DEBRECEN,HUNGARY
LHSM,Saarmelleek,Saarmelleek,HUNGARY
LIBC,CROTONE,,ITALY
LIBD,PALESI MACCHIE (BARI),BARI,ITALY
LIBF,FOGGIA,FOGGIA,ITALY
LIBP,PESCARA,PESCARA,ITALY
LIBR,PAPOLA CASALE,BRINDISI,ITALY
LICA,TERME,LAMEZIA,ITALY
LICC,FONTANAROSSA,CATANIA,ITALY
LICD,,,ITALY
LICG,PANTELLERIA MIL,PANTELLERIA,ITALY
LICJ,punta risi,palermo,ITALY
LICR,REGGIO CALABRIA,,ITALY
LICZ,CATANIA(SIG),,ITALY
LIEA,FERTILIA,ALGHERO,ITALY
LIEE,ELMAS,CAGLIARI,ITALY
LIEO,OLBIA,,ITALY
LIET,TORTOLI,TORTOLI,ITALY
LIMC,MALPENSA,MILAN,ITALY
LIME,ORIO AL SERIO,BERGAMO,ITALY
LIMF,CASELLE,TORINO,ITALY
LIMJ,CRISTOFORO COLOMBO,GENOA,ITALY
LIML,MILAN(LIN),,ITALY
LIMP,Aeroporto di Parma,Milan,ITALY
LIMZ,Levaldigi Airport,Cuneo,ITALY
LIPA,AVIANO AB,,ITALY
LIPE,GUGLIEMO.MARCONI,BOLOGNA,ITALY
LIPH,TREVISO(S.ANG),TREVISO,ITALY
LIPK,FORLI,FORLI,ITALY
LIPO,BRESCIA MONTECHIARI,BRESCIA,ITALY
LIPQ,TRIESTE,RONCHI DEI LETRIESTE,ITALY
LIPR,RIMINI AB,RIMINI,ITALY
LIPX,VILLA FRANCA,VERONA,ITALY
LIPY,FALCONARA,ANCONA,ITALY
LIPZ,TESSERA,VENICE,ITALY
LIRA,CIAMPINO,ROME,ITALY
LIRF,FIUMICINO,ROME,ITALY
LIRI,SALERNO PONTECAGNANO Airport,SALERNO,ITALY
LIRJ,MARINA DI CAMPO,MARINA DI CAMPO,ITALY
LIRN,CAPODICHINO,NAPLES,ITALY
LIRP,SAN GIUSTO,PISA,ITALY
LIRQ,PERETOLA,FLORENCE,ITALY
LIRS,GROSSETO AB,,ITALY
LIRZ,SAN EGIDIO,PERUGIA,ITALY
LJLJ,LJUBLJANA,LJUBLJANA,SLOVENIA
LJMB,MARIBOR,,SLOVENIA
LKKU,KUNOVICE,UHERSKE HRADISTE,CZECH REPUBLIC
LKKV,KARLOVY VARY,,CZECH REPUBLIC
LKMT,OSTRAVA,MOSNOV,CZECH REPUBLIC
LKPD,Pardubice,,CZECH REPUBLIC
LKPR,RUZYNE (PRAGUE),PRAGUE,CZECH REPUBLIC
LKTB,TURANY,BRNO,CZECH REPUBLIC
LLBG,TEL AVIV,,ISRAEL
LLET,EILAT J. HOZMAN,EILAT,ISRAEL
LLHA,HAIFA U. MICHAELI,HAIFA,ISRAEL
LLIB,M. BEN-YAAKOV,ROSH-PINA,ISRAEL
LLJR,JERUSALEM,,ISRAEL
LLOV,OVDA AB,,ISRAEL
LLSD,SDE DOV,TEL AVIV,ISRAEL
LMML,LUQA,MALTA,MALTA
LOWG,GRAZ,GRAZ,AUSTRIA
LOWI,INNSBRUCK,,AUSTRIA
LOWK,KLAGENFURT,,AUSTRIA
LOWL,LINZ,LINZ,AUSTRIA
LOWS,Salzburg,Salzburg,AUSTRIA
LOWW,Vienna,,AUSTRIA
LPAZ,SANTA MARIA,SANTA MARIA,PORTUGAL
LPBG,BRAGANCA,BRAGANCA,PORTUGAL
LPBJ,,,PORTUGAL
LPBJ,Beja Air Base Nr 11,Beja,PORTUGAL
LPFL,FLORES,FLORES,PORTUGAL
LPFR,FARO,FARO,PORTUGAL
LPGR,GRACIOSA,GRACIOSA,PORTUGAL
LPHR,HORTA,HORTA,PORTUGAL
LPLA,LAJES AB,LAJES,PORTUGAL
LPMA,FUNCHAL,,PORTUGAL
LPPD,JOAO PAULO II,PONTA DELGADA,PORTUGAL
LPPI,PICO,PICO,PORTUGAL
LPPR,PORTO,PORTO,PORTUGAL
LPPS,PORTO SANTO,,PORTUGAL
LPPT,Humberto Delgado ( Lisbon),LISBON,PORTUGAL
LPSJ,SAO JORGE,SAO JORGE,PORTUGAL
LPVR,VILA REAL,VILA REAL,PORTUGAL
LQBK,BANJA LUKA,BANJA LUKA,BOSNIA AND HERZEGOVINA
LQMO,MOSTAR,,BOSNIA AND HERZEGOVINA
LQSA,SARAJEVO,,BOSNIA AND HERZEGOVINA
LRAR,ARAD,,ROMANIA
LRBC,BACAU,,ROMANIA
LRBM,TAUTII-MAGHERAUS,BAIA-MARE,ROMANIA
LRBS,BANEASA,BUCHAREST,ROMANIA
LRBV,BRASOV,BRASOV,ROMANIA
LRCK,MIHAIL KOGALNICEANU,CONSTANTA,ROMANIA
LRCL,SOMESENI,CLUJ-NAPOCA,ROMANIA
LRCS,CARANSEBES,,ROMANIA
LRCV,CRAIOVA,,ROMANIA
LRIA,IASI,IASI,ROMANIA
LROD,ORADEA,ORADEA,ROMANIA
LROP,HENRI COANDA,BUCHAREST,ROMANIA
LRSB,SIBIU,,ROMANIA
LRSM,SATU MARE,,ROMANIA
LRSV,SALCEA,SUCEAVA,ROMANIA
LRTC,TULCEA,,ROMANIA
LRTM,Targu Mures,Targu Mures,ROMANIA
LRTR,TIMISOARA,,ROMANIA
LSGG,GENEVA,GENEVA,SWITZERLAND
LSGS,SION,,SWITZERLAND
LSZA,LUGANO,,SWITZERLAND
LSZB,BELP,BERN,SWITZERLAND
LSZH,KLOTEN,ZURICH,SWITZERLAND
LSZR,ALTENRHEIN,ALTENRHEIN,SWITZERLAND
LTAC,ESENBOGA,ANKARA,TURKEY
LTAD,ETIMESGUT,ANKARA,TURKEY
LTAF,ADANA,,TURKEY
